model,source_mode,label,layer,log10_np_lower,log10_np_upper,count,probability_mass
qwen2_5_vl_7b,hpre_cos,real,11,-5.4,-5.35,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-5.35,-5.3,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-5.3,-5.25,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-5.25,-5.2,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-5.2,-5.15,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-5.15,-5.1,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-5.1,-5.05,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-5.05,-5,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-5,-4.95,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4.95,-4.9,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4.9,-4.85,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4.85,-4.8,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4.8,-4.75,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4.75,-4.7,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4.7,-4.65,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4.65,-4.6,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4.6,-4.55,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4.55,-4.5,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4.5,-4.45,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4.45,-4.4,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4.4,-4.35,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4.35,-4.3,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4.3,-4.25,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4.25,-4.2,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4.2,-4.15,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4.15,-4.1,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4.1,-4.05,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4.05,-4,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-4,-3.95,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3.95,-3.9,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3.9,-3.85,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3.85,-3.8,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3.8,-3.75,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3.75,-3.7,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3.7,-3.65,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3.65,-3.6,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3.6,-3.55,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3.55,-3.5,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3.5,-3.45,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3.45,-3.4,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3.4,-3.35,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3.35,-3.3,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3.3,-3.25,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3.25,-3.2,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3.2,-3.15,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3.15,-3.1,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3.1,-3.05,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3.05,-3,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-3,-2.95,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-2.95,-2.9,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-2.9,-2.85,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-2.85,-2.8,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-2.8,-2.75,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-2.75,-2.7,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-2.7,-2.65,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-2.65,-2.6,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-2.6,-2.55,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-2.55,-2.5,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-2.5,-2.45,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-2.45,-2.4,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-2.4,-2.35,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-2.35,-2.3,3,1.082708069e-06
qwen2_5_vl_7b,hpre_cos,real,11,-2.3,-2.25,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-2.25,-2.2,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-2.2,-2.15,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-2.15,-2.1,0,0
qwen2_5_vl_7b,hpre_cos,real,11,-2.1,-2.05,5,1.804513449e-06
qwen2_5_vl_7b,hpre_cos,real,11,-2.05,-2,1,3.609026898e-07
qwen2_5_vl_7b,hpre_cos,real,11,-2,-1.95,1,3.609026898e-07
qwen2_5_vl_7b,hpre_cos,real,11,-1.95,-1.9,3,1.082708069e-06
qwen2_5_vl_7b,hpre_cos,real,11,-1.9,-1.85,5,1.804513449e-06
qwen2_5_vl_7b,hpre_cos,real,11,-1.85,-1.8,6,2.165416139e-06
qwen2_5_vl_7b,hpre_cos,real,11,-1.8,-1.75,15,5.413540347e-06
qwen2_5_vl_7b,hpre_cos,real,11,-1.75,-1.7,11,3.969929588e-06
qwen2_5_vl_7b,hpre_cos,real,11,-1.7,-1.65,19,6.857151106e-06
qwen2_5_vl_7b,hpre_cos,real,11,-1.65,-1.6,20,7.218053796e-06
qwen2_5_vl_7b,hpre_cos,real,11,-1.6,-1.55,30,1.082708069e-05
qwen2_5_vl_7b,hpre_cos,real,11,-1.55,-1.5,39,1.40752049e-05
qwen2_5_vl_7b,hpre_cos,real,11,-1.5,-1.45,37,1.335339952e-05
qwen2_5_vl_7b,hpre_cos,real,11,-1.45,-1.4,57,2.057145332e-05
qwen2_5_vl_7b,hpre_cos,real,11,-1.4,-1.35,65,2.345867484e-05
qwen2_5_vl_7b,hpre_cos,real,11,-1.35,-1.3,78,2.815040981e-05
qwen2_5_vl_7b,hpre_cos,real,11,-1.3,-1.25,82,2.959402056e-05
qwen2_5_vl_7b,hpre_cos,real,11,-1.25,-1.2,103,3.717297705e-05
qwen2_5_vl_7b,hpre_cos,real,11,-1.2,-1.15,154,5.557901423e-05
qwen2_5_vl_7b,hpre_cos,real,11,-1.15,-1.1,212,7.651137024e-05
qwen2_5_vl_7b,hpre_cos,real,11,-1.1,-1.05,237,8.553393748e-05
qwen2_5_vl_7b,hpre_cos,real,11,-1.05,-1,299,0.0001079099043
qwen2_5_vl_7b,hpre_cos,real,11,-1,-0.95,398,0.0001436392705
qwen2_5_vl_7b,hpre_cos,real,11,-0.95,-0.9,498,0.0001797295395
qwen2_5_vl_7b,hpre_cos,real,11,-0.9,-0.85,680,0.0002454138291
qwen2_5_vl_7b,hpre_cos,real,11,-0.85,-0.8,913,0.0003295041558
qwen2_5_vl_7b,hpre_cos,real,11,-0.8,-0.75,1171,0.0004226170498
qwen2_5_vl_7b,hpre_cos,real,11,-0.75,-0.7,1626,0.0005868277736
qwen2_5_vl_7b,hpre_cos,real,11,-0.7,-0.65,2254,0.0008134746628
qwen2_5_vl_7b,hpre_cos,real,11,-0.65,-0.6,3077,0.001110497577
qwen2_5_vl_7b,hpre_cos,real,11,-0.6,-0.55,4428,0.00159807711
qwen2_5_vl_7b,hpre_cos,real,11,-0.55,-0.5,6689,0.002414078092
qwen2_5_vl_7b,hpre_cos,real,11,-0.5,-0.45,9957,0.003593508082
qwen2_5_vl_7b,hpre_cos,real,11,-0.45,-0.4,15488,0.00558966086
qwen2_5_vl_7b,hpre_cos,real,11,-0.4,-0.35,24493,0.008839589581
qwen2_5_vl_7b,hpre_cos,real,11,-0.35,-0.3,40078,0.014464258
qwen2_5_vl_7b,hpre_cos,real,11,-0.3,-0.25,65973,0.02380983315
qwen2_5_vl_7b,hpre_cos,real,11,-0.25,-0.2,108418,0.03912834782
qwen2_5_vl_7b,hpre_cos,real,11,-0.2,-0.15,173019,0.06244302249
qwen2_5_vl_7b,hpre_cos,real,11,-0.15,-0.1,262085,0.09458718146
qwen2_5_vl_7b,hpre_cos,real,11,-0.1,-0.05,361765,0.1305619616
qwen2_5_vl_7b,hpre_cos,real,11,-0.05,0,437260,0.1578083101
qwen2_5_vl_7b,hpre_cos,real,11,0,0.05,433984,0.1566259929
qwen2_5_vl_7b,hpre_cos,real,11,0.05,0.1,346170,0.1249336841
qwen2_5_vl_7b,hpre_cos,real,11,0.1,0.15,220831,0.07969850189
qwen2_5_vl_7b,hpre_cos,real,11,0.15,0.2,121262,0.04376378197
qwen2_5_vl_7b,hpre_cos,real,11,0.2,0.25,61094,0.02204898893
qwen2_5_vl_7b,hpre_cos,real,11,0.25,0.3,30234,0.01091153192
qwen2_5_vl_7b,hpre_cos,real,11,0.3,0.35,15711,0.00567014216
qwen2_5_vl_7b,hpre_cos,real,11,0.35,0.4,8116,0.00292908623
qwen2_5_vl_7b,hpre_cos,real,11,0.4,0.45,4600,0.001660152373
qwen2_5_vl_7b,hpre_cos,real,11,0.45,0.5,2590,0.0009347379666
qwen2_5_vl_7b,hpre_cos,real,11,0.5,0.55,1569,0.0005662563203
qwen2_5_vl_7b,hpre_cos,real,11,0.55,0.6,986,0.0003558500522
qwen2_5_vl_7b,hpre_cos,real,11,0.6,0.65,577,0.000208240852
qwen2_5_vl_7b,hpre_cos,real,11,0.65,0.7,393,0.0001418347571
qwen2_5_vl_7b,hpre_cos,real,11,0.7,0.75,281,0.0001014136558
qwen2_5_vl_7b,hpre_cos,real,11,0.75,0.8,169,6.099255458e-05
qwen2_5_vl_7b,hpre_cos,real,11,0.8,0.85,140,5.052637657e-05
qwen2_5_vl_7b,hpre_cos,real,11,0.85,0.9,93,3.356395015e-05
qwen2_5_vl_7b,hpre_cos,real,11,0.9,0.95,81,2.923311787e-05
qwen2_5_vl_7b,hpre_cos,real,11,0.95,1,59,2.12932587e-05
qwen2_5_vl_7b,hpre_cos,real,11,1,1.05,42,1.515791297e-05
qwen2_5_vl_7b,hpre_cos,real,11,1.05,1.1,24,8.661664555e-06
qwen2_5_vl_7b,hpre_cos,real,11,1.1,1.15,24,8.661664555e-06
qwen2_5_vl_7b,hpre_cos,real,11,1.15,1.2,17,6.135345727e-06
qwen2_5_vl_7b,hpre_cos,real,11,1.2,1.25,5,1.804513449e-06
qwen2_5_vl_7b,hpre_cos,real,11,1.25,1.3,8,2.887221518e-06
qwen2_5_vl_7b,hpre_cos,real,11,1.3,1.35,4,1.443610759e-06
qwen2_5_vl_7b,hpre_cos,real,11,1.35,1.4,6,2.165416139e-06
qwen2_5_vl_7b,hpre_cos,real,11,1.4,1.45,1,3.609026898e-07
qwen2_5_vl_7b,hpre_cos,real,11,1.45,1.5,4,1.443610759e-06
qwen2_5_vl_7b,hpre_cos,real,11,1.5,1.55,2,7.218053796e-07
qwen2_5_vl_7b,hpre_cos,real,11,1.55,1.6,0,0
qwen2_5_vl_7b,hpre_cos,real,11,1.6,1.65,1,3.609026898e-07
qwen2_5_vl_7b,hpre_cos,real,11,1.65,1.7,0,0
qwen2_5_vl_7b,hpre_cos,real,11,1.7,1.75,0,0
qwen2_5_vl_7b,hpre_cos,real,11,1.75,1.8,0,0
qwen2_5_vl_7b,hpre_cos,real,11,1.8,1.85,0,0
qwen2_5_vl_7b,hpre_cos,real,11,1.85,1.9,0,0
qwen2_5_vl_7b,hpre_cos,real,11,1.9,1.95,0,0
qwen2_5_vl_7b,hpre_cos,real,11,1.95,2,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2,2.05,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2.05,2.1,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2.1,2.15,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2.15,2.2,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2.2,2.25,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2.25,2.3,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2.3,2.35,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2.35,2.4,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2.4,2.45,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2.45,2.5,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2.5,2.55,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2.55,2.6,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2.6,2.65,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2.65,2.7,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2.7,2.75,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2.75,2.8,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2.8,2.85,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2.85,2.9,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2.9,2.95,0,0
qwen2_5_vl_7b,hpre_cos,real,11,2.95,3,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3,3.05,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3.05,3.1,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3.1,3.15,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3.15,3.2,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3.2,3.25,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3.25,3.3,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3.3,3.35,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3.35,3.4,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3.4,3.45,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3.45,3.5,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3.5,3.55,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3.55,3.6,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3.6,3.65,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3.65,3.7,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3.7,3.75,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3.75,3.8,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3.8,3.85,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3.85,3.9,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3.9,3.95,0,0
qwen2_5_vl_7b,hpre_cos,real,11,3.95,4,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4,4.05,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4.05,4.1,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4.1,4.15,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4.15,4.2,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4.2,4.25,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4.25,4.3,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4.3,4.35,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4.35,4.4,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4.4,4.45,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4.45,4.5,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4.5,4.55,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4.55,4.6,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4.6,4.65,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4.65,4.7,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4.7,4.75,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4.75,4.8,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4.8,4.85,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4.85,4.9,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4.9,4.95,0,0
qwen2_5_vl_7b,hpre_cos,real,11,4.95,5,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5,5.05,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5.05,5.1,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5.1,5.15,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5.15,5.2,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5.2,5.25,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5.25,5.3,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5.3,5.35,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5.35,5.4,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5.4,5.45,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5.45,5.5,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5.5,5.55,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5.55,5.6,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5.6,5.65,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5.65,5.7,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5.7,5.75,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5.75,5.8,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5.8,5.85,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5.85,5.9,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5.9,5.95,0,0
qwen2_5_vl_7b,hpre_cos,real,11,5.95,6,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-12,-11.95,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11.95,-11.9,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11.9,-11.85,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11.85,-11.8,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11.8,-11.75,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11.75,-11.7,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11.7,-11.65,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11.65,-11.6,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11.6,-11.55,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11.55,-11.5,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11.5,-11.45,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11.45,-11.4,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11.4,-11.35,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11.35,-11.3,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11.3,-11.25,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11.25,-11.2,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11.2,-11.15,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11.15,-11.1,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11.1,-11.05,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11.05,-11,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-11,-10.95,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10.95,-10.9,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10.9,-10.85,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10.85,-10.8,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10.8,-10.75,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10.75,-10.7,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10.7,-10.65,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10.65,-10.6,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10.6,-10.55,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10.55,-10.5,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10.5,-10.45,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10.45,-10.4,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10.4,-10.35,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10.35,-10.3,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10.3,-10.25,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10.25,-10.2,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10.2,-10.15,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10.15,-10.1,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10.1,-10.05,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10.05,-10,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-10,-9.95,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9.95,-9.9,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9.9,-9.85,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9.85,-9.8,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9.8,-9.75,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9.75,-9.7,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9.7,-9.65,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9.65,-9.6,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9.6,-9.55,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9.55,-9.5,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9.5,-9.45,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9.45,-9.4,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9.4,-9.35,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9.35,-9.3,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9.3,-9.25,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9.25,-9.2,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9.2,-9.15,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9.15,-9.1,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9.1,-9.05,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9.05,-9,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-9,-8.95,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8.95,-8.9,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8.9,-8.85,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8.85,-8.8,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8.8,-8.75,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8.75,-8.7,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8.7,-8.65,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8.65,-8.6,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8.6,-8.55,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8.55,-8.5,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8.5,-8.45,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8.45,-8.4,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8.4,-8.35,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8.35,-8.3,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8.3,-8.25,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8.25,-8.2,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8.2,-8.15,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8.15,-8.1,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8.1,-8.05,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8.05,-8,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-8,-7.95,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7.95,-7.9,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7.9,-7.85,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7.85,-7.8,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7.8,-7.75,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7.75,-7.7,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7.7,-7.65,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7.65,-7.6,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7.6,-7.55,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7.55,-7.5,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7.5,-7.45,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7.45,-7.4,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7.4,-7.35,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7.35,-7.3,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7.3,-7.25,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7.25,-7.2,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7.2,-7.15,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7.15,-7.1,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7.1,-7.05,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7.05,-7,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-7,-6.95,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6.95,-6.9,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6.9,-6.85,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6.85,-6.8,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6.8,-6.75,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6.75,-6.7,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6.7,-6.65,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6.65,-6.6,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6.6,-6.55,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6.55,-6.5,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6.5,-6.45,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6.45,-6.4,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6.4,-6.35,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6.35,-6.3,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6.3,-6.25,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6.25,-6.2,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6.2,-6.15,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6.15,-6.1,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6.1,-6.05,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6.05,-6,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-6,-5.95,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-5.95,-5.9,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-5.9,-5.85,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-5.85,-5.8,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-5.8,-5.75,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-5.75,-5.7,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-5.7,-5.65,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-5.65,-5.6,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-5.6,-5.55,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-5.55,-5.5,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-5.5,-5.45,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-5.45,-5.4,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-5.4,-5.35,0,0
qwen2_5_vl_7b,hpre_cos,real,12,-5.35,-5.3,0,0
